input_file=mitdb_213_mlii_10s_delta2_var.bin input_len=3601
idx exp src rx src_match rx_match ascii
970 03 03 03 1 1 .
971 00 00 00 1 1 .
972 07 07 07 1 1 .
973 02 02 02 1 1 .
974 06 06 06 1 1 .
975 00 00 00 1 1 .
976 0c 0c 0c 1 1 .
977 05 05 05 1 1 .
978 03 03 03 1 1 .
979 03 03 03 1 1 .
980 05 05 05 1 1 .
981 05 05 05 1 1 .
982 06 06 06 1 1 .
983 00 00 00 1 1 .
984 08 08 08 1 1 .
985 05 05 05 1 1 .
986 02 02 02 1 1 .
987 04 04 04 1 1 .
988 00 00 00 1 1 .
989 04 04 04 1 1 .
990 03 03 03 1 1 .
991 07 07 07 1 1 .
992 04 04 04 1 1 .
993 02 02 02 1 1 .
994 07 07 07 1 1 .
995 02 02 02 1 1 .
996 07 07 07 1 1 .
997 0c 0c 0c 1 1 .
998 01 01 01 1 1 .
999 02 02 02 1 1 .
1000 08 08 08 1 1 .
1001 00 00 00 1 1 .
1002 02 02 02 1 1 .
1003 03 03 03 1 1 .
1004 07 07 07 1 1 .
1005 03 03 03 1 1 .
1006 10 10 10 1 1 .
1007 00 00 00 1 1 .
1008 07 07 07 1 1 .
1009 0e 0e 0e 1 1 .
1010 01 01 01 1 1 .
1011 07 07 07 1 1 .
1012 04 04 04 1 1 .
1013 00 00 00 1 1 .
1014 01 01 01 1 1 .
1015 00 00 00 1 1 .
1016 0e 0e 0e 1 1 .
1017 05 05 05 1 1 .
1018 08 08 08 1 1 .
1019 02 02 02 1 1 .
1020 0d 0d 0d 1 1 .
1021 08 08 08 1 1 .
1022 03 03 03 1 1 .
1023 08 08 08 1 1 .
1024 01 01 01 1 1 .
1025 0a 0a 0a 1 1 .
1026 05 05 05 1 1 .
1027 03 03 03 1 1 .
1028 03 03 03 1 1 .
1029 09 09 09 1 1 .
1030 00 00 00 1 1 .
1031 05 05 05 1 1 .
1032 02 02 02 1 1 .
1033 07 07 07 1 1 .
1034 00 00 00 1 1 .
1035 05 05 05 1 1 .
1036 03 03 03 1 1 .
1037 01 01 01 1 1 .
1038 04 04 04 1 1 .
1039 01 01 01 1 1 .
1040 0c 0c 0c 1 1 .
1041 00 00 00 1 1 .
1042 0c 0c 0c 1 1 .
1043 01 01 01 1 1 .
1044 08 08 08 1 1 .
1045 09 09 09 1 1 .
1046 02 02 02 1 1 .
1047 02 02 02 1 1 .
1048 00 00 00 1 1 .
1049 02 02 02 1 1 .
1050 02 02 02 1 1 .
1051 00 00 00 1 1 .
1052 07 07 07 1 1 .
1053 00 00 00 1 1 .
1054 03 03 03 1 1 .
1055 06 06 06 1 1 .
1056 03 03 03 1 1 .
1057 0c 0c 0c 1 1 .
1058 03 03 03 1 1 .
1059 08 08 08 1 1 .
1060 07 07 07 1 1 .
1061 03 03 03 1 1 .
1062 00 00 00 1 1 .
1063 05 05 05 1 1 .
1064 03 03 03 1 1 .
1065 0a 0a 0a 1 1 .
1066 02 02 02 1 1 .
1067 0c 0c 0c 1 1 .
1068 20 20 20 1 1  
1069 1a 1a 1a 1 1 .
1070 1c 1c 1c 1 1 .
1071 06 06 06 1 1 .
1072 12 12 12 1 1 .
1073 12 12 12 1 1 .
1074 04 04 04 1 1 .
1075 05 05 05 1 1 .
1076 25 25 25 1 1 %
1077 47 47 47 1 1 G
1078 4b 4b 4b 1 1 K
1079 4b 4b 4b 1 1 K
1080 31 31 31 1 1 1
1081 17 17 17 1 1 .
1082 04 04 04 1 1 .
1083 18 18 18 1 1 .
1084 16 16 16 1 1 .
1085 1e 1e 1e 1 1 .
1086 10 10 10 1 1 .
1087 2a 2a 2a 1 1 *
1088 2c 2c 2c 1 1 ,
1089 2c 2c 2c 1 1 ,
1090 16 16 16 1 1 .
1091 0c 0c 0c 1 1 .
1092 07 07 07 1 1 .
1093 13 13 13 1 1 .
1094 17 17 17 1 1 .
1095 0b 0b 0b 1 1 .
1096 00 00 00 1 1 .
1097 05 05 05 1 1 .
1098 04 04 04 1 1 .
1099 05 05 05 1 1 .
1100 06 06 06 1 1 .
1101 01 01 01 1 1 .
1102 00 00 00 1 1 .
1103 04 04 04 1 1 .
1104 04 04 04 1 1 .
1105 03 03 03 1 1 .
1106 00 00 00 1 1 .
1107 04 04 04 1 1 .
1108 05 05 05 1 1 .
1109 04 04 04 1 1 .
1110 00 00 00 1 1 .
1111 02 02 02 1 1 .
1112 00 00 00 1 1 .
1113 01 01 01 1 1 .
1114 00 00 00 1 1 .
1115 01 01 01 1 1 .
1116 00 00 00 1 1 .
1117 05 05 05 1 1 .
1118 0e 0e 0e 1 1 .
1119 01 01 01 1 1 .
1120 04 04 04 1 1 .
1121 02 02 02 1 1 .
1122 03 03 03 1 1 .
1123 00 00 00 1 1 .
1124 01 01 01 1 1 .
1125 03 03 03 1 1 .
1126 00 00 00 1 1 .
1127 0a 0a 0a 1 1 .
1128 00 00 00 1 1 .
1129 02 02 02 1 1 .
1130 02 02 02 1 1 .
1131 01 01 01 1 1 .
1132 05 05 05 1 1 .
1133 06 06 06 1 1 .
1134 01 01 01 1 1 .
1135 00 00 00 1 1 .
1136 01 01 01 1 1 .
1137 0c 0c 0c 1 1 .
1138 0b 0b 0b 1 1 .
1139 03 03 03 1 1 .
1140 04 04 04 1 1 .
1141 01 01 01 1 1 .
1142 06 06 06 1 1 .
1143 0c 0c 0c 1 1 .
1144 07 07 07 1 1 .
1145 06 06 06 1 1 .
1146 05 05 05 1 1 .
1147 00 00 00 1 1 .
1148 05 05 05 1 1 .
1149 01 01 01 1 1 .
1150 04 04 04 1 1 .
1151 04 04 04 1 1 .
1152 00 00 00 1 1 .
1153 05 05 05 1 1 .
1154 0a 0a 0a 1 1 .
1155 03 03 03 1 1 .
1156 0b 0b 0b 1 1 .
1157 08 08 08 1 1 .
1158 05 05 05 1 1 .
1159 01 01 01 1 1 .
1160 00 00 00 1 1 .
1161 04 04 04 1 1 .
1162 01 01 01 1 1 .
1163 01 01 01 1 1 .
1164 03 03 03 1 1 .
1165 00 00 00 1 1 .
1166 00 00 00 1 1 .
1167 01 01 01 1 1 .
1168 0a 0a 0a 1 1 .
1169 05 05 05 1 1 .
1170 05 05 05 1 1 .
1171 02 02 02 1 1 .
1172 09 09 09 1 1 .
1173 01 01 01 1 1 .
1174 02 02 02 1 1 .
1175 01 01 01 1 1 .
1176 02 02 02 1 1 .
1177 04 04 04 1 1 .
1178 00 00 00 1 1 .
1179 08 08 08 1 1 .
1180 0b 0b 0b 1 1 .
1181 04 04 04 1 1 .
1182 05 05 05 1 1 .
1183 02 02 02 1 1 .
1184 03 03 03 1 1 .
1185 06 06 06 1 1 .
1186 06 06 06 1 1 .
1187 03 03 03 1 1 .
1188 05 05 05 1 1 .
1189 02 02 02 1 1 .
1190 08 08 08 1 1 .
1191 07 07 07 1 1 .
1192 02 02 02 1 1 .
1193 0c 0c 0c 1 1 .
1194 07 07 07 1 1 .
1195 00 00 00 1 1 .
1196 03 03 03 1 1 .
1197 01 01 01 1 1 .
1198 02 02 02 1 1 .
1199 05 05 05 1 1 .
1200 0c 0c 0c 1 1 .
1201 00 00 00 1 1 .
1202 0a 0a 0a 1 1 .
1203 00 00 00 1 1 .
1204 07 07 07 1 1 .
1205 06 06 06 1 1 .
1206 03 03 03 1 1 .
1207 00 00 00 1 1 .
1208 01 01 01 1 1 .
1209 00 00 00 1 1 .
1210 06 06 06 1 1 .
1211 01 01 01 1 1 .
1212 02 02 02 1 1 .
1213 01 01 01 1 1 .
1214 08 08 08 1 1 .
1215 05 05 05 1 1 .
1216 0c 0c 0c 1 1 .
1217 06 06 06 1 1 .
1218 07 07 07 1 1 .
1219 06 06 06 1 1 .
1220 0d 0d 0d 1 1 .
1221 02 02 02 1 1 .
1222 09 09 09 1 1 .
1223 00 00 00 1 1 .
1224 04 04 04 1 1 .
1225 06 06 06 1 1 .
1226 00 00 00 1 1 .
1227 01 01 01 1 1 .
1228 07 07 07 1 1 .
1229 01 01 01 1 1 .
1230 09 09 09 1 1 .
1231 05 05 05 1 1 .
1232 07 07 07 1 1 .
1233 02 02 02 1 1 .
1234 06 06 06 1 1 .
1235 02 02 02 1 1 .
1236 02 02 02 1 1 .
1237 00 00 00 1 1 .
1238 0c 0c 0c 1 1 .
1239 02 02 02 1 1 .
1240 02 02 02 1 1 .
1241 02 02 02 1 1 .
1242 04 04 04 1 1 .
1243 07 07 07 1 1 .
1244 08 08 08 1 1 .
1245 0f 0f 0f 1 1 .
1246 00 00 00 1 1 .
1247 0a 0a 0a 1 1 .
1248 03 03 03 1 1 .
1249 02 02 02 1 1 .
1250 0c 0c 0c 1 1 .
1251 03 03 03 1 1 .
1252 03 03 03 1 1 .
1253 00 00 00 1 1 .
1254 05 05 05 1 1 .
1255 02 02 02 1 1 .
1256 02 02 02 1 1 .
1257 00 00 00 1 1 .
1258 03 03 03 1 1 .
1259 04 04 04 1 1 .
1260 0b 0b 0b 1 1 .
1261 04 04 04 1 1 .
1262 00 00 00 1 1 .
1263 0a 0a 0a 1 1 .
1264 16 16 16 1 1 .
1265 20 20 20 1 1  
1266 20 20 20 1 1  
1267 1e 1e 1e 1 1 .
1268 0c 0c 0c 1 1 .
1269 10 10 10 1 1 .
1270 00 00 00 1 1 .
1271 09 09 09 1 1 .
1272 15 15 15 1 1 .
1273 29 29 29 1 1 )
1274 39 39 39 1 1 9
1275 43 43 43 1 1 C
1276 3f 3f 3f 1 1 ?
1277 23 23 23 1 1 #
1278 15 15 15 1 1 .
1279 15 15 15 1 1 .
1280 16 16 16 1 1 .
1281 0e 0e 0e 1 1 .
1282 26 26 26 1 1 &
1283 14 14 14 1 1 .
1284 2a 2a 2a 1 1 *
1285 30 30 30 1 1 0
1286 2c 2c 2c 1 1 ,
1287 12 12 12 1 1 .
1288 06 06 06 1 1 .
1289 05 05 05 1 1 .
1290 0d 0d 0d 1 1 .
1291 17 17 17 1 1 .
1292 0d 0d 0d 1 1 .
1293 07 07 07 1 1 .
1294 05 05 05 1 1 .
1295 02 02 02 1 1 .
1296 06 06 06 1 1 .
1297 06 06 06 1 1 .
1298 06 06 06 1 1 .
1299 04 04 04 1 1 .
1300 05 05 05 1 1 .
1301 02 02 02 1 1 .
1302 00 00 00 1 1 .
1303 09 09 09 1 1 .
1304 03 03 03 1 1 .
1305 08 08 08 1 1 .
1306 01 01 01 1 1 .
1307 0a 0a 0a 1 1 .
1308 07 07 07 1 1 .
1309 0a 0a 0a 1 1 .
1310 07 07 07 1 1 .
1311 02 02 02 1 1 .
1312 05 05 05 1 1 .
1313 04 04 04 1 1 .
1314 02 02 02 1 1 .
1315 00 00 00 1 1 .
1316 08 08 08 1 1 .
1317 0b 0b 0b 1 1 .
1318 04 04 04 1 1 .
1319 09 09 09 1 1 .
1320 0e 0e 0e 1 1 .
1321 00 00 00 1 1 .
1322 02 02 02 1 1 .
1323 00 00 00 1 1 .
1324 02 02 02 1 1 .
1325 04 04 04 1 1 .
1326 01 01 01 1 1 .
1327 09 09 09 1 1 .
1328 06 06 06 1 1 .
1329 01 01 01 1 1 .
1330 04 04 04 1 1 .
1331 00 00 00 1 1 .
1332 04 04 04 1 1 .
1333 02 02 02 1 1 .
1334 01 01 01 1 1 .
1335 04 04 04 1 1 .
1336 01 01 01 1 1 .
1337 00 00 00 1 1 .
1338 01 01 01 1 1 .
1339 04 04 04 1 1 .
1340 02 02 02 1 1 .
1341 0d 0d 0d 1 1 .
1342 0e 0e 0e 1 1 .
1343 0b 0b 0b 1 1 .
1344 06 06 06 1 1 .
1345 00 00 00 1 1 .
1346 08 08 08 1 1 .
1347 06 06 06 1 1 .
1348 05 05 05 1 1 .
1349 04 04 04 1 1 .
1350 09 09 09 1 1 .
1351 02 02 02 1 1 .
1352 03 03 03 1 1 .
1353 01 01 01 1 1 .
1354 08 08 08 1 1 .
1355 05 05 05 1 1 .
1356 04 04 04 1 1 .
1357 03 03 03 1 1 .
1358 00 00 00 1 1 .
1359 00 00 00 1 1 .
1360 0d 0d 0d 1 1 .
1361 08 08 08 1 1 .
1362 00 00 00 1 1 .
1363 04 04 04 1 1 .
1364 03 03 03 1 1 .
1365 00 00 00 1 1 .
1366 05 05 05 1 1 .
1367 05 05 05 1 1 .
1368 00 00 00 1 1 .
1369 01 01 01 1 1 .
1370 04 04 04 1 1 .
1371 00 00 00 1 1 .
1372 02 02 02 1 1 .
1373 04 04 04 1 1 .
1374 01 01 01 1 1 .
1375 03 03 03 1 1 .
1376 09 09 09 1 1 .
1377 02 02 02 1 1 .
1378 01 01 01 1 1 .
1379 00 00 00 1 1 .
1380 06 06 06 1 1 .
1381 01 01 01 1 1 .
1382 06 06 06 1 1 .
1383 07 07 07 1 1 .
1384 08 08 08 1 1 .
1385 05 05 05 1 1 .
1386 05 05 05 1 1 .
1387 08 08 08 1 1 .
1388 05 05 05 1 1 .
1389 08 08 08 1 1 .
1390 07 07 07 1 1 .
1391 04 04 04 1 1 .
1392 01 01 01 1 1 .
1393 01 01 01 1 1 .
1394 06 06 06 1 1 .
1395 03 03 03 1 1 .
1396 0c 0c 0c 1 1 .
1397 01 01 01 1 1 .
1398 02 02 02 1 1 .
1399 00 00 00 1 1 .
1400 03 03 03 1 1 .
1401 03 03 03 1 1 .
1402 06 06 06 1 1 .
1403 05 05 05 1 1 .
1404 0a 0a 0a 1 1 .
1405 03 03 03 1 1 .
1406 08 08 08 1 1 .
1407 01 01 01 1 1 .
1408 01 01 01 1 1 .
1409 04 04 04 1 1 .
1410 04 04 04 1 1 .
1411 06 06 06 1 1 .
1412 00 00 00 1 1 .
1413 01 01 01 1 1 .
1414 05 05 05 1 1 .
1415 06 06 06 1 1 .
1416 0b 0b 0b 1 1 .
1417 00 00 00 1 1 .
1418 08 08 08 1 1 .
1419 01 01 01 1 1 .
1420 04 04 04 1 1 .
1421 01 01 01 1 1 .
1422 0d 0d 0d 1 1 .
1423 00 00 00 1 1 .
1424 0f 0f 0f 1 1 .
1425 01 01 01 1 1 .
1426 03 03 03 1 1 .
1427 00 00 00 1 1 .
1428 00 00 00 1 1 .
1429 02 02 02 1 1 .
1430 0c 0c 0c 1 1 .
1431 05 05 05 1 1 .
1432 02 02 02 1 1 .
1433 12 12 12 1 1 .
1434 03 03 03 1 1 .
1435 04 04 04 1 1 .
1436 01 01 01 1 1 .
1437 02 02 02 1 1 .
1438 01 01 01 1 1 .
1439 07 07 07 1 1 .
1440 02 02 02 1 1 .
1441 00 00 00 1 1 .
1442 06 06 06 1 1 .
1443 04 04 04 1 1 .
1444 04 04 04 1 1 .
1445 02 02 02 1 1 .
1446 03 03 03 1 1 .
1447 07 07 07 1 1 .
1448 00 00 00 1 1 .
1449 05 05 05 1 1 .
1450 0a 0a 0a 1 1 .
1451 07 07 07 1 1 .
1452 0a 0a 0a 1 1 .
1453 0f 0f 0f 1 1 .
1454 0c 0c 0c 1 1 .
1455 05 05 05 1 1 .
1456 03 03 03 1 1 .
1457 06 06 06 1 1 .
1458 14 14 14 1 1 .
1459 1a 1a 1a 1 1 .
1460 18 18 18 1 1 .
1461 1e 1e 1e 1 1 .
1462 1c 1c 1c 1 1 .
1463 14 14 14 1 1 .
1464 1a 1a 1a 1 1 .
1465 03 03 03 1 1 .
1466 11 11 11 1 1 .
1467 4b 4b 4b 1 1 K
1468 5f 5f 5f 1 1 _
1469 49 49 49 1 1 I
1470 35 35 35 1 1 5
1471 25 25 25 1 1 %
1472 06 06 06 1 1 .
1473 0c 0c 0c 1 1 .
1474 1c 1c 1c 1 1 .
1475 18 18 18 1 1 .
1476 14 14 14 1 1 .
1477 1e 1e 1e 1 1 .
1478 22 22 22 1 1 "
1479 28 28 28 1 1 (
1480 22 22 22 1 1 "
1481 12 12 12 1 1 .
1482 00 00 00 1 1 .
1483 15 15 15 1 1 .
1484 17 17 17 1 1 .
1485 13 13 13 1 1 .
1486 05 05 05 1 1 .
1487 03 03 03 1 1 .
1488 01 01 01 1 1 .
1489 10 10 10 1 1 .
1490 08 08 08 1 1 .
1491 06 06 06 1 1 .
1492 05 05 05 1 1 .
1493 02 02 02 1 1 .
1494 01 01 01 1 1 .
1495 0b 0b 0b 1 1 .
1496 02 02 02 1 1 .
1497 04 04 04 1 1 .
1498 03 03 03 1 1 .
1499 04 04 04 1 1 .
1500 04 04 04 1 1 .
1501 03 03 03 1 1 .
1502 02 02 02 1 1 .
1503 07 07 07 1 1 .
1504 0c 0c 0c 1 1 .
1505 02 02 02 1 1 .
1506 00 00 00 1 1 .
1507 01 01 01 1 1 .
1508 02 02 02 1 1 .
1509 09 09 09 1 1 .
1510 06 06 06 1 1 .
1511 07 07 07 1 1 .
1512 06 06 06 1 1 .
1513 02 02 02 1 1 .
1514 08 08 08 1 1 .
1515 04 04 04 1 1 .
1516 03 03 03 1 1 .
1517 00 00 00 1 1 .
1518 01 01 01 1 1 .
1519 03 03 03 1 1 .
1520 06 06 06 1 1 .
1521 01 01 01 1 1 .
1522 06 06 06 1 1 .
1523 00 00 00 1 1 .
1524 00 00 00 1 1 .
1525 02 02 02 1 1 .
1526 01 01 01 1 1 .
1527 04 04 04 1 1 .
1528 0a 0a 0a 1 1 .
1529 03 03 03 1 1 .
1530 01 01 01 1 1 .
1531 02 02 02 1 1 .
1532 07 07 07 1 1 .
1533 01 01 01 1 1 .
1534 02 02 02 1 1 .
1535 01 01 01 1 1 .
1536 06 06 06 1 1 .
1537 00 00 00 1 1 .
1538 04 04 04 1 1 .
1539 01 01 01 1 1 .
1540 07 07 07 1 1 .
1541 04 04 04 1 1 .
1542 00 00 00 1 1 .
1543 0c 0c 0c 1 1 .
1544 09 09 09 1 1 .
1545 03 03 03 1 1 .
1546 02 02 02 1 1 .
1547 0d 0d 0d 1 1 .
1548 02 02 02 1 1 .
1549 01 01 01 1 1 .
1550 06 06 06 1 1 .
1551 07 07 07 1 1 .
1552 10 10 10 1 1 .
1553 09 09 09 1 1 .
1554 03 03 03 1 1 .
1555 01 01 01 1 1 .
1556 0b 0b 0b 1 1 .
1557 02 02 02 1 1 .
1558 02 02 02 1 1 .
1559 00 00 00 1 1 .
1560 0a 0a 0a 1 1 .
1561 09 09 09 1 1 .
1562 00 00 00 1 1 .
1563 00 00 00 1 1 .
1564 02 02 02 1 1 .
1565 01 01 01 1 1 .
1566 00 00 00 1 1 .
1567 06 06 06 1 1 .
1568 05 05 05 1 1 .
1569 01 01 01 1 1 .
1570 00 00 00 1 1 .
1571 05 05 05 1 1 .
1572 01 01 01 1 1 .
1573 08 08 08 1 1 .
1574 01 01 01 1 1 .
1575 0c 0c 0c 1 1 .
1576 07 07 07 1 1 .
1577 02 02 02 1 1 .
1578 01 01 01 1 1 .
1579 07 07 07 1 1 .
1580 06 06 06 1 1 .
1581 04 04 04 1 1 .
1582 00 00 00 1 1 .
1583 03 03 03 1 1 .
1584 08 08 08 1 1 .
1585 09 09 09 1 1 .
1586 06 06 06 1 1 .
1587 01 01 01 1 1 .
1588 00 00 00 1 1 .
1589 04 04 04 1 1 .
1590 04 04 04 1 1 .
1591 02 02 02 1 1 .
1592 01 01 01 1 1 .
1593 05 05 05 1 1 .
1594 04 04 04 1 1 .
1595 00 00 00 1 1 .
1596 06 06 06 1 1 .
1597 00 00 00 1 1 .
1598 10 10 10 1 1 .
1599 00 00 00 1 1 .
1600 01 01 01 1 1 .
1601 03 03 03 1 1 .
1602 01 01 01 1 1 .
1603 01 01 01 1 1 .
1604 05 05 05 1 1 .
1605 0a 0a 0a 1 1 .
1606 01 01 01 1 1 .
1607 03 03 03 1 1 .
1608 01 01 01 1 1 .
1609 09 09 09 1 1 .
1610 00 00 00 1 1 .
1611 00 00 00 1 1 .
1612 07 07 07 1 1 .
1613 03 03 03 1 1 .
1614 03 03 03 1 1 .
1615 01 01 01 1 1 .
1616 00 00 00 1 1 .
1617 00 00 00 1 1 .
1618 08 08 08 1 1 .
1619 01 01 01 1 1 .
1620 0a 0a 0a 1 1 .
1621 06 06 06 1 1 .
1622 08 08 08 1 1 .
1623 07 07 07 1 1 .
1624 00 00 00 1 1 .
1625 01 01 01 1 1 .
1626 0a 0a 0a 1 1 .
1627 07 07 07 1 1 .
1628 03 03 03 1 1 .
1629 00 00 00 1 1 .
1630 04 04 04 1 1 .
1631 03 03 03 1 1 .
1632 01 01 01 1 1 .
1633 02 02 02 1 1 .
1634 08 08 08 1 1 .
1635 01 01 01 1 1 .
1636 02 02 02 1 1 .
1637 08 08 08 1 1 .
1638 00 00 00 1 1 .
1639 09 09 09 1 1 .
1640 03 03 03 1 1 .
1641 01 01 01 1 1 .
1642 05 05 05 1 1 .
1643 03 03 03 1 1 .
1644 06 06 06 1 1 .
1645 04 04 04 1 1 .
1646 0c 0c 0c 1 1 .
1647 12 12 12 1 1 .
1648 24 24 24 1 1 $
1649 18 18 18 1 1 .
1650 10 10 10 1 1 .
1651 24 24 24 1 1 $
1652 0a 0a 0a 1 1 .
1653 08 08 08 1 1 .
1654 03 03 03 1 1 .
1655 31 31 31 1 1 1
1656 53 53 53 1 1 S
1657 5f 5f 5f 1 1 _
1658 3d 3d 3d 1 1 =
1659 1f 1f 1f 1 1 .
1660 0f 0f 0f 1 1 .
1661 16 16 16 1 1 .
1662 14 14 14 1 1 .
1663 1c 1c 1c 1 1 .
1664 14 14 14 1 1 .
1665 16 16 16 1 1 .
1666 0e 0e 0e 1 1 .
1667 28 28 28 1 1 (
1668 1a 1a 1a 1 1 .
1669 22 22 22 1 1 "
1670 0c 0c 0c 1 1 .
1671 0a 0a 0a 1 1 .
1672 19 19 19 1 1 .
1673 13 13 13 1 1 .
1674 11 11 11 1 1 .
1675 07 07 07 1 1 .
1676 05 05 05 1 1 .
1677 06 06 06 1 1 .
1678 04 04 04 1 1 .
1679 04 04 04 1 1 .
1680 04 04 04 1 1 .
1681 04 04 04 1 1 .
1682 05 05 05 1 1 .
1683 05 05 05 1 1 .
1684 04 04 04 1 1 .
1685 08 08 08 1 1 .
1686 01 01 01 1 1 .
1687 02 02 02 1 1 .
1688 03 03 03 1 1 .
1689 09 09 09 1 1 .
1690 04 04 04 1 1 .
1691 00 00 00 1 1 .
1692 08 08 08 1 1 .
1693 03 03 03 1 1 .
1694 0a 0a 0a 1 1 .
1695 01 01 01 1 1 .
1696 00 00 00 1 1 .
1697 09 09 09 1 1 .
1698 01 01 01 1 1 .
1699 0a 0a 0a 1 1 .
1700 02 02 02 1 1 .
1701 03 03 03 1 1 .
1702 01 01 01 1 1 .
1703 06 06 06 1 1 .
1704 04 04 04 1 1 .
1705 09 09 09 1 1 .
1706 0a 0a 0a 1 1 .
1707 01 01 01 1 1 .
1708 02 02 02 1 1 .
1709 03 03 03 1 1 .
1710 04 04 04 1 1 .
1711 08 08 08 1 1 .
1712 07 07 07 1 1 .
1713 01 01 01 1 1 .
1714 06 06 06 1 1 .
1715 05 05 05 1 1 .
1716 02 02 02 1 1 .
1717 04 04 04 1 1 .
1718 0c 0c 0c 1 1 .
1719 05 05 05 1 1 .
1720 0b 0b 0b 1 1 .
1721 0c 0c 0c 1 1 .
1722 01 01 01 1 1 .
1723 05 05 05 1 1 .
1724 01 01 01 1 1 .
1725 03 03 03 1 1 .
1726 08 08 08 1 1 .
1727 08 08 08 1 1 .
1728 0b 0b 0b 1 1 .
1729 04 04 04 1 1 .
1730 03 03 03 1 1 .
1731 04 04 04 1 1 .
1732 04 04 04 1 1 .
1733 02 02 02 1 1 .
1734 03 03 03 1 1 .
1735 02 02 02 1 1 .
1736 01 01 01 1 1 .
1737 09 09 09 1 1 .
1738 00 00 00 1 1 .
1739 05 05 05 1 1 .
1740 06 06 06 1 1 .
1741 05 05 05 1 1 .
1742 08 08 08 1 1 .
1743 00 00 00 1 1 .
1744 03 03 03 1 1 .
1745 02 02 02 1 1 .
1746 05 05 05 1 1 .
1747 03 03 03 1 1 .
1748 02 02 02 1 1 .
1749 03 03 03 1 1 .
1750 00 00 00 1 1 .
1751 02 02 02 1 1 .
1752 01 01 01 1 1 .
1753 09 09 09 1 1 .
1754 04 04 04 1 1 .
1755 06 06 06 1 1 .
1756 03 03 03 1 1 .
1757 04 04 04 1 1 .
1758 08 08 08 1 1 .
1759 03 03 03 1 1 .
1760 03 03 03 1 1 .
1761 03 03 03 1 1 .
1762 05 05 05 1 1 .
1763 00 00 00 1 1 .
1764 01 01 01 1 1 .
1765 04 04 04 1 1 .
1766 06 06 06 1 1 .
1767 00 00 00 1 1 .
1768 00 00 00 1 1 .
1769 03 03 03 1 1 .
1770 02 02 02 1 1 .
1771 04 04 04 1 1 .
1772 07 07 07 1 1 .
1773 02 02 02 1 1 .
1774 00 00 00 1 1 .
1775 0a 0a 0a 1 1 .
1776 0b 0b 0b 1 1 .
1777 08 08 08 1 1 .
1778 05 05 05 1 1 .
1779 02 02 02 1 1 .
1780 06 06 06 1 1 .
1781 02 02 02 1 1 .
1782 02 02 02 1 1 .
1783 04 04 04 1 1 .
1784 05 05 05 1 1 .
1785 05 05 05 1 1 .
1786 01 01 01 1 1 .
1787 02 02 02 1 1 .
1788 06 06 06 1 1 .
1789 04 04 04 1 1 .
1790 02 02 02 1 1 .
1791 04 04 04 1 1 .
1792 00 00 00 1 1 .
1793 00 00 00 1 1 .
1794 00 00 00 1 1 .
1795 06 06 06 1 1 .
1796 00 00 00 1 1 .
1797 02 02 02 1 1 .
1798 01 01 01 1 1 .
1799 03 03 03 1 1 .
1800 03 03 03 1 1 .
1801 04 04 04 1 1 .
1802 01 01 01 1 1 .
1803 08 08 08 1 1 .
1804 01 01 01 1 1 .
1805 03 03 03 1 1 .
1806 05 05 05 1 1 .
1807 09 09 09 1 1 .
1808 0d 0d 0d 1 1 .
1809 05 05 05 1 1 .
1810 05 05 05 1 1 .
1811 00 00 00 1 1 .
1812 06 06 06 1 1 .
1813 08 08 08 1 1 .
1814 06 06 06 1 1 .
1815 00 00 00 1 1 .
1816 06 06 06 1 1 .
1817 02 02 02 1 1 .
1818 04 04 04 1 1 .
1819 01 01 01 1 1 .
1820 08 08 08 1 1 .
1821 00 00 00 1 1 .
1822 07 07 07 1 1 .
1823 05 05 05 1 1 .
1824 06 06 06 1 1 .
1825 05 05 05 1 1 .
1826 0a 0a 0a 1 1 .
1827 00 00 00 1 1 .
1828 0a 0a 0a 1 1 .
1829 07 07 07 1 1 .
1830 01 01 01 1 1 .
1831 00 00 00 1 1 .
1832 01 01 01 1 1 .
1833 07 07 07 1 1 .
1834 02 02 02 1 1 .
1835 08 08 08 1 1 .
1836 07 07 07 1 1 .
1837 02 02 02 1 1 .
1838 00 00 00 1 1 .
1839 01 01 01 1 1 .
1840 01 01 01 1 1 .
1841 10 10 10 1 1 .
1842 20 20 20 1 1  
1843 22 22 22 1 1 "
1844 22 22 22 1 1 "
1845 16 16 16 1 1 .
1846 16 16 16 1 1 .
1847 08 08 08 1 1 .
1848 05 05 05 1 1 .
1849 15 15 15 1 1 .
1850 39 39 39 1 1 9
1851 57 57 57 1 1 W
1852 4f 4f 4f 1 1 O
1853 39 39 39 1 1 9
1854 1f 1f 1f 1 1 .
1855 07 07 07 1 1 .
1856 14 14 14 1 1 .
1857 1a 1a 1a 1 1 .
1858 1a 1a 1a 1 1 .
1859 12 12 12 1 1 .
1860 14 14 14 1 1 .
1861 1a 1a 1a 1 1 .
1862 2a 2a 2a 1 1 *
1863 22 22 22 1 1 "
1864 16 16 16 1 1 .
1865 0e 0e 0e 1 1 .
1866 07 07 07 1 1 .
1867 0f 0f 0f 1 1 .
1868 11 11 11 1 1 .
1869 0d 0d 0d 1 1 .
1870 0b 0b 0b 1 1 .
1871 03 03 03 1 1 .
1872 00 00 00 1 1 .
1873 06 06 06 1 1 .
1874 08 08 08 1 1 .
1875 06 06 06 1 1 .
1876 00 00 00 1 1 .
