# SECURE EVENT LOG SAMPLE
# Format: TIMESTAMP | DEVICE | ZONE | EVENT | USER | CARD | STATUS | REASON | RETRY | CRC
# Synthetic data for testing compression/encryption pipeline

2026-04-01 08:00:03 | CTRL-01 | LOBBY       | ACCESS_DENIED  | U1015  | CARD500015 | DENIED  | USER_UNAUTHORIZED | RETRY=1 | CRC=347A
2026-04-01 08:06:09 | CTRL-01 | PARKING     | ACCESS_GRANTED | U1055  | CARD500055 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=552D
2026-04-01 08:06:12 | GATE-01 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=1CBB
2026-04-01 08:06:13 | GATE-01 | LAB_A       | ACCESS_REQUEST | U1015  | CARD500015 | OK      | PIN_OK           | RETRY=0 | CRC=5708
2026-04-01 08:06:14 | CTRL-01 | WAREHOUSE   | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=4946
2026-04-01 08:06:15 | GATE-02 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=04CF
2026-04-01 08:06:20 | GATE-02 | LAB_A       | ACCESS_GRANTED | U1010  | CARD500010 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=B0ED
2026-04-01 08:06:22 | GATE-01 | OFFICE_3F   | TAMPER_ALERT   | SYSTEM | NA         | ALERT   | NETWORK_LOST     | RETRY=0 | CRC=65FF
2026-04-01 08:06:24 | DOOR-B1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=C342
2026-04-01 08:06:26 | GATE-01 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=9728
2026-04-01 08:06:27 | DOOR-B1 | OFFICE_3F   | ACCESS_REQUEST | U1000  | CARD500000 | OK      | CARD_OK          | RETRY=1 | CRC=9288
2026-04-01 08:06:32 | DOOR-B1 | SERVER_ROOM | ACCESS_GRANTED | U1022  | CARD500022 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=8052
2026-04-01 08:06:35 | DOOR-B1 | OFFICE_3F   | ACCESS_DENIED  | U1043  | CARD500043 | DENIED  | USER_UNAUTHORIZED | RETRY=0 | CRC=142F
2026-04-01 08:06:36 | DOOR-B1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=BACF
2026-04-01 08:06:39 | CTRL-02 | LOBBY       | AUTH_FAIL      | U1047  | CARD500047 | TIMEOUT | PIN_OK           | RETRY=0 | CRC=43AA
2026-04-01 08:06:44 | DOOR-A1 | LAB_A       | ACCESS_REQUEST | U1058  | CARD500058 | OK      | PIN_OK           | RETRY=0 | CRC=8391
2026-04-01 08:06:49 | GATE-02 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=3AF7
2026-04-01 08:06:51 | CTRL-01 | SERVER_ROOM | ACCESS_DENIED  | U1014  | CARD500014 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=BB46
2026-04-01 08:06:52 | DOOR-B1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3F47
2026-04-01 08:06:54 | GATE-01 | OFFICE_3F   | ACCESS_DENIED  | U1016  | CARD500016 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=BE31
2026-04-01 08:06:55 | DOOR-A2 | SERVER_ROOM | ACCESS_REQUEST | U1039  | CARD500039 | OK      | PIN_OK           | RETRY=0 | CRC=205D
2026-04-01 08:06:58 | DOOR-B1 | LAB_B       | AUTH_FAIL      | U1041  | CARD500041 | TIMEOUT | PIN_OK           | RETRY=0 | CRC=1737
2026-04-01 08:06:59 | GATE-01 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7837
2026-04-01 08:07:01 | CTRL-02 | LAB_B       | ACCESS_REQUEST | U1042  | CARD500042 | OK      | PIN_OK           | RETRY=0 | CRC=D46B
2026-04-01 08:07:04 | CTRL-01 | PARKING     | ACCESS_REQUEST | U1026  | CARD500026 | OK      | PIN_OK           | RETRY=0 | CRC=BDB6
2026-04-01 08:07:05 | GATE-02 | LAB_B       | TAMPER_ALERT   | SYSTEM | NA         | NORMAL  | NETWORK_LOST     | RETRY=0 | CRC=B7A4
2026-04-01 08:07:06 | GATE-02 | LAB_A       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3E8B
2026-04-01 08:07:11 | DOOR-B1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=6C99
2026-04-01 08:07:14 | DOOR-A2 | WAREHOUSE   | ALARM_ON       | SYSTEM | NA         | ALERT   | DOOR_HELD        | RETRY=0 | CRC=4079
2026-04-01 08:07:19 | DOOR-A1 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=6A10
2026-04-01 08:07:21 | CTRL-02 | PARKING     | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=0173
2026-04-01 08:07:22 | DOOR-B1 | SERVER_ROOM | MOTION_DETECTED | SYSTEM | NA         | ALERT   | DOOR_HELD        | RETRY=0 | CRC=3848
2026-04-01 08:07:25 | DOOR-B1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=B76B
2026-04-01 08:07:30 | DOOR-B1 | SERVER_ROOM | ACCESS_GRANTED | U1001  | CARD500001 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=1AD4
2026-04-01 08:07:31 | DOOR-A2 | LAB_B       | ACCESS_REQUEST | U1047  | CARD500047 | OK      | CARD_OK          | RETRY=1 | CRC=E584
2026-04-01 08:07:36 | GATE-01 | WAREHOUSE   | ACCESS_GRANTED | U1028  | CARD500028 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=9A6F
2026-04-01 08:07:38 | DOOR-A2 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=F53D
2026-04-01 08:07:43 | GATE-02 | LAB_B       | ACCESS_GRANTED | U1031  | CARD500031 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=295D
2026-04-01 08:07:44 | DOOR-A1 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=8CCE
2026-04-01 08:07:46 | DOOR-A2 | WAREHOUSE   | ACCESS_REQUEST | U1020  | CARD500020 | OK      | PIN_OK           | RETRY=0 | CRC=E84D
2026-04-01 08:07:48 | DOOR-A1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3A94
2026-04-01 08:07:53 | DOOR-A2 | OFFICE_3F   | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=E732
2026-04-01 08:07:54 | GATE-02 | LAB_A       | ACCESS_DENIED  | U1025  | CARD500025 | DENIED  | CARD_EXPIRED     | RETRY=0 | CRC=A006
2026-04-01 08:07:56 | GATE-01 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=F2D3
2026-04-01 08:07:57 | CTRL-01 | PARKING     | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=DD1E
2026-04-01 08:07:58 | DOOR-A2 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=1EB5
2026-04-01 08:08:00 | DOOR-A1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=D255
2026-04-01 08:08:01 | DOOR-B1 | OFFICE_3F   | AUTH_FAIL      | U1055  | CARD500055 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=9FF9
2026-04-01 08:08:02 | CTRL-01 | WAREHOUSE   | ACCESS_REQUEST | U1009  | CARD500009 | OK      | PIN_OK           | RETRY=0 | CRC=3768
2026-04-01 08:08:03 | DOOR-B1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=73CB
2026-04-01 08:08:08 | GATE-02 | PARKING     | ACCESS_REQUEST | U1049  | CARD500049 | OK      | CARD_OK          | RETRY=0 | CRC=0ED2
2026-04-01 08:08:09 | GATE-01 | OFFICE_3F   | ACCESS_DENIED  | U1058  | CARD500058 | DENIED  | CARD_EXPIRED     | RETRY=1 | CRC=0320
2026-04-01 08:08:10 | DOOR-B1 | SERVER_ROOM | ACCESS_REQUEST | U1025  | CARD500025 | OK      | CARD_OK          | RETRY=0 | CRC=0FB2
2026-04-01 08:08:11 | DOOR-A2 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=E844
2026-04-01 08:08:12 | CTRL-02 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=2B7F
2026-04-01 08:08:13 | CTRL-02 | SERVER_ROOM | ACCESS_DENIED  | U1003  | CARD500003 | DENIED  | PIN_INVALID      | RETRY=0 | CRC=8B51
2026-04-01 08:08:15 | DOOR-A2 | LAB_B       | ACCESS_REQUEST | U1028  | CARD500028 | OK      | PIN_OK           | RETRY=0 | CRC=6E5F
2026-04-01 08:08:20 | DOOR-A1 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9105
2026-04-01 08:08:23 | DOOR-A2 | WAREHOUSE   | ACCESS_REQUEST | U1042  | CARD500042 | OK      | PIN_OK           | RETRY=0 | CRC=70E7
2026-04-01 08:08:25 | DOOR-A1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9A53
2026-04-01 08:08:26 | DOOR-B1 | SERVER_ROOM | ACCESS_DENIED  | U1018  | CARD500018 | DENIED  | CARD_EXPIRED     | RETRY=0 | CRC=03F5
2026-04-01 08:08:28 | DOOR-A2 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=C2AA
2026-04-01 08:08:30 | DOOR-A2 | SERVER_ROOM | ACCESS_REQUEST | U1053  | CARD500053 | OK      | PIN_OK           | RETRY=0 | CRC=CB4C
2026-04-01 08:08:35 | DOOR-A2 | LOBBY       | ACCESS_REQUEST | U1029  | CARD500029 | OK      | CARD_OK          | RETRY=0 | CRC=DBCB
2026-04-01 08:08:37 | GATE-02 | OFFICE_3F   | ACCESS_GRANTED | U1018  | CARD500018 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=0AAD
2026-04-01 08:08:38 | CTRL-02 | PARKING     | AUTH_FAIL      | U1053  | CARD500053 | INVALID | PIN_OK           | RETRY=1 | CRC=3633
2026-04-01 08:08:39 | GATE-02 | WAREHOUSE   | ACCESS_REQUEST | U1005  | CARD500005 | OK      | PIN_OK           | RETRY=0 | CRC=ADD4
2026-04-01 08:08:40 | GATE-01 | PARKING     | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3A61
2026-04-01 08:08:42 | DOOR-A1 | SERVER_ROOM | AUTH_FAIL      | U1022  | CARD500022 | FAILED  | PIN_OK           | RETRY=0 | CRC=4AFA
2026-04-01 08:08:43 | CTRL-02 | SERVER_ROOM | ACCESS_GRANTED | U1048  | CARD500048 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=FCFC
2026-04-01 08:08:45 | DOOR-B1 | WAREHOUSE   | ACCESS_DENIED  | U1028  | CARD500028 | DENIED  | PIN_INVALID      | RETRY=1 | CRC=A1DC
2026-04-01 08:08:46 | GATE-02 | LOBBY       | ACCESS_REQUEST | U1040  | CARD500040 | OK      | PIN_OK           | RETRY=0 | CRC=1CC2
2026-04-01 08:08:47 | DOOR-A1 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=1341
2026-04-01 08:08:48 | GATE-01 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=2E3B
2026-04-01 08:08:50 | DOOR-A1 | WAREHOUSE   | ACCESS_REQUEST | U1037  | CARD500037 | OK      | CARD_OK          | RETRY=1 | CRC=6060
2026-04-01 08:08:51 | DOOR-A1 | LAB_B       | ACCESS_REQUEST | U1003  | CARD500003 | OK      | PIN_OK           | RETRY=0 | CRC=AFD7
2026-04-01 08:08:54 | CTRL-01 | WAREHOUSE   | ACCESS_GRANTED | U1002  | CARD500002 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=E0FB
2026-04-01 08:08:56 | DOOR-A1 | WAREHOUSE   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=BEE6
2026-04-01 08:08:57 | GATE-02 | LAB_B       | ACCESS_DENIED  | U1043  | CARD500043 | DENIED  | PIN_INVALID      | RETRY=0 | CRC=AB57
2026-04-01 08:08:58 | GATE-01 | LOBBY       | ACCESS_REQUEST | U1024  | CARD500024 | OK      | PIN_OK           | RETRY=0 | CRC=4CFD
2026-04-01 08:08:59 | CTRL-01 | WAREHOUSE   | ACCESS_GRANTED | U1058  | CARD500058 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=C8AE
2026-04-01 08:09:00 | DOOR-A1 | OFFICE_3F   | AUTH_FAIL      | U1035  | CARD500035 | TIMEOUT | MULTI_SWIPE      | RETRY=1 | CRC=416E
2026-04-01 08:09:03 | DOOR-A2 | PARKING     | AUTH_SUCCESS   | U1041  | CARD500041 | SUCCESS | MULTI_SWIPE      | RETRY=1 | CRC=0955
2026-04-01 08:09:04 | GATE-01 | SERVER_ROOM | TAMPER_ALERT   | SYSTEM | NA         | ALERT   | DOOR_HELD        | RETRY=0 | CRC=73FD
2026-04-01 08:09:05 | CTRL-02 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=1353
2026-04-01 08:09:08 | GATE-01 | PARKING     | ACCESS_GRANTED | U1038  | CARD500038 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=5312
2026-04-01 08:09:09 | DOOR-B1 | OFFICE_3F   | ACCESS_DENIED  | U1051  | CARD500051 | DENIED  | USER_UNAUTHORIZED | RETRY=2 | CRC=165E
2026-04-01 08:09:11 | GATE-01 | OFFICE_3F   | ACCESS_GRANTED | U1028  | CARD500028 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=77CF
2026-04-01 08:09:13 | CTRL-02 | LAB_A       | TAMPER_CLEAR   | SYSTEM | NA         | NORMAL  | NETWORK_LOST     | RETRY=0 | CRC=E195
2026-04-01 08:09:15 | DOOR-B1 | LAB_A       | ACCESS_DENIED  | U1032  | CARD500032 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=52F9
2026-04-01 08:09:20 | CTRL-02 | PARKING     | ACCESS_GRANTED | U1055  | CARD500055 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=F60F
2026-04-01 08:09:25 | GATE-01 | WAREHOUSE   | AUTH_SUCCESS   | U1018  | CARD500018 | OK      | PIN_OK           | RETRY=1 | CRC=E60D
2026-04-01 08:09:27 | CTRL-02 | PARKING     | ACCESS_REQUEST | U1058  | CARD500058 | OK      | CARD_OK          | RETRY=1 | CRC=B2FC
2026-04-01 08:09:28 | GATE-02 | LOBBY       | ACCESS_REQUEST | U1023  | CARD500023 | OK      | CARD_OK          | RETRY=1 | CRC=29C8
2026-04-01 08:09:29 | CTRL-02 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=ABAB
2026-04-01 08:09:34 | CTRL-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=F1E5
2026-04-01 08:09:37 | DOOR-B1 | SERVER_ROOM | ACCESS_DENIED  | U1030  | CARD500030 | DENIED  | CARD_EXPIRED     | RETRY=0 | CRC=2890
2026-04-01 08:09:38 | GATE-01 | SERVER_ROOM | ACCESS_DENIED  | U1035  | CARD500035 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=38ED
2026-04-01 08:09:43 | GATE-01 | SERVER_ROOM | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7A14
2026-04-01 08:09:45 | DOOR-A2 | PARKING     | ACCESS_GRANTED | U1004  | CARD500004 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=086A
2026-04-01 08:09:48 | DOOR-A1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9521
2026-04-01 08:09:50 | CTRL-01 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=D548
2026-04-01 08:09:51 | DOOR-A2 | OFFICE_3F   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=B8A1
2026-04-01 08:09:52 | DOOR-A1 | WAREHOUSE   | ACCESS_REQUEST | U1032  | CARD500032 | OK      | CARD_OK          | RETRY=1 | CRC=F0B5
2026-04-01 08:09:53 | DOOR-A2 | LAB_B       | TAMPER_ALERT   | SYSTEM | NA         | SUCCESS | FORCED_ENTRY     | RETRY=0 | CRC=B6D5
2026-04-01 08:09:58 | CTRL-01 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=3513
2026-04-01 08:10:03 | DOOR-A1 | OFFICE_3F   | ACCESS_DENIED  | U1008  | CARD500008 | DENIED  | USER_UNAUTHORIZED | RETRY=1 | CRC=AD56
2026-04-01 08:10:08 | DOOR-A2 | SERVER_ROOM | ACCESS_DENIED  | U1043  | CARD500043 | DENIED  | CARD_EXPIRED     | RETRY=2 | CRC=5D53
2026-04-01 08:10:13 | CTRL-02 | LOBBY       | ACCESS_GRANTED | U1029  | CARD500029 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=6736
2026-04-01 08:10:14 | DOOR-B1 | SERVER_ROOM | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=CBE4
2026-04-01 08:10:19 | DOOR-A1 | LAB_B       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=61D8
2026-04-01 08:10:20 | GATE-01 | PARKING     | ACCESS_DENIED  | U1055  | CARD500055 | DENIED  | PIN_INVALID      | RETRY=1 | CRC=8BE3
2026-04-01 08:10:21 | DOOR-B1 | LAB_A       | ACCESS_REQUEST | U1025  | CARD500025 | OK      | PIN_OK           | RETRY=1 | CRC=AD96
2026-04-01 08:10:22 | GATE-02 | OFFICE_3F   | ACCESS_REQUEST | U1059  | CARD500059 | OK      | PIN_OK           | RETRY=0 | CRC=D958
2026-04-01 08:10:23 | GATE-02 | WAREHOUSE   | ALARM_OFF      | SYSTEM | NA         | SUCCESS | NETWORK_LOST     | RETRY=0 | CRC=A475
2026-04-01 08:10:24 | CTRL-01 | LAB_A       | ACCESS_GRANTED | U1019  | CARD500019 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=5552
2026-04-01 08:10:27 | GATE-02 | LAB_A       | ACCESS_REQUEST | U1046  | CARD500046 | OK      | PIN_OK           | RETRY=1 | CRC=8C92
2026-04-01 08:10:30 | DOOR-B1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=CFFA
2026-04-01 08:10:31 | DOOR-A1 | PARKING     | ACCESS_DENIED  | U1010  | CARD500010 | DENIED  | USER_UNAUTHORIZED | RETRY=1 | CRC=E058
2026-04-01 08:10:32 | CTRL-02 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=BB8F
2026-04-01 08:10:33 | GATE-02 | WAREHOUSE   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=4E8F
2026-04-01 08:10:36 | GATE-02 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=467F
2026-04-01 08:10:38 | GATE-01 | LAB_B       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=7FCD
2026-04-01 08:10:39 | CTRL-01 | OFFICE_3F   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=C623
2026-04-01 08:10:41 | CTRL-01 | LAB_A       | ACCESS_DENIED  | U1045  | CARD500045 | DENIED  | CARD_EXPIRED     | RETRY=1 | CRC=9237
2026-04-01 08:10:44 | GATE-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=25EA
2026-04-01 08:10:46 | CTRL-02 | OFFICE_3F   | ACCESS_REQUEST | U1005  | CARD500005 | OK      | PIN_OK           | RETRY=0 | CRC=213F
2026-04-01 08:10:48 | DOOR-A1 | LAB_A       | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=5922
2026-04-01 08:10:53 | GATE-01 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=471A
2026-04-01 08:10:54 | DOOR-B1 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=BCE1
2026-04-01 08:10:56 | DOOR-B1 | WAREHOUSE   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=2C24
2026-04-01 08:10:57 | GATE-01 | LAB_B       | TAMPER_CLEAR   | SYSTEM | NA         | SUCCESS | NETWORK_RESTORED | RETRY=0 | CRC=D1A1
2026-04-01 08:11:02 | DOOR-A1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=A251
2026-04-01 08:11:05 | CTRL-01 | LAB_B       | ACCESS_REQUEST | U1033  | CARD500033 | OK      | PIN_OK           | RETRY=0 | CRC=5D2A
2026-04-01 08:11:10 | CTRL-02 | LAB_B       | ACCESS_REQUEST | U1055  | CARD500055 | OK      | CARD_OK          | RETRY=0 | CRC=4E58
2026-04-01 08:11:11 | CTRL-02 | SERVER_ROOM | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=7370
2026-04-01 08:11:12 | DOOR-A1 | LAB_A       | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=8C84
2026-04-01 08:11:13 | DOOR-A2 | LAB_A       | ACCESS_GRANTED | U1005  | CARD500005 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=57A7
2026-04-01 08:11:16 | DOOR-A1 | OFFICE_3F   | AUTH_FAIL      | U1053  | CARD500053 | DENIED  | PIN_OK           | RETRY=0 | CRC=1746
2026-04-01 08:11:19 | DOOR-B1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=D54A
2026-04-01 08:11:21 | DOOR-A2 | LOBBY       | ACCESS_REQUEST | U1040  | CARD500040 | OK      | PIN_OK           | RETRY=0 | CRC=F744
2026-04-01 08:11:22 | DOOR-B1 | PARKING     | ACCESS_GRANTED | U1019  | CARD500019 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=1EAC
2026-04-01 08:11:23 | GATE-02 | LAB_B       | ACCESS_REQUEST | U1013  | CARD500013 | OK      | PIN_OK           | RETRY=0 | CRC=A00A
2026-04-01 08:11:28 | DOOR-A2 | LAB_A       | ACCESS_GRANTED | U1055  | CARD500055 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=42F3
2026-04-01 08:11:33 | GATE-01 | WAREHOUSE   | ACCESS_REQUEST | U1020  | CARD500020 | OK      | CARD_OK          | RETRY=1 | CRC=3EBB
2026-04-01 08:11:34 | GATE-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=19E8
2026-04-01 08:11:35 | GATE-02 | PARKING     | ACCESS_GRANTED | U1015  | CARD500015 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=A01C
2026-04-01 08:11:36 | DOOR-B1 | SERVER_ROOM | ACCESS_REQUEST | U1032  | CARD500032 | OK      | PIN_OK           | RETRY=1 | CRC=9DF9
2026-04-01 08:11:38 | CTRL-01 | LOBBY       | AUTH_FAIL      | U1015  | CARD500015 | FAILED  | MULTI_SWIPE      | RETRY=1 | CRC=18E9
2026-04-01 08:11:39 | GATE-01 | LAB_B       | ACCESS_GRANTED | U1053  | CARD500053 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=042F
2026-04-01 08:11:44 | CTRL-01 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=8768
2026-04-01 08:11:47 | GATE-01 | PARKING     | ACCESS_REQUEST | U1002  | CARD500002 | OK      | PIN_OK           | RETRY=0 | CRC=63A9
2026-04-01 08:11:48 | DOOR-A1 | LAB_A       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=E694
2026-04-01 08:11:53 | DOOR-A1 | LAB_A       | ACCESS_DENIED  | U1039  | CARD500039 | DENIED  | PIN_INVALID      | RETRY=0 | CRC=41E0
2026-04-01 08:11:54 | GATE-02 | LAB_A       | ACCESS_DENIED  | U1021  | CARD500021 | DENIED  | PIN_INVALID      | RETRY=1 | CRC=49DD
2026-04-01 08:11:55 | DOOR-A1 | WAREHOUSE   | ACCESS_REQUEST | U1002  | CARD500002 | OK      | CARD_OK          | RETRY=0 | CRC=4629
2026-04-01 08:11:58 | GATE-01 | PARKING     | ACCESS_REQUEST | U1029  | CARD500029 | OK      | CARD_OK          | RETRY=0 | CRC=A7EB
2026-04-01 08:12:00 | GATE-01 | SERVER_ROOM | ACCESS_REQUEST | U1039  | CARD500039 | OK      | PIN_OK           | RETRY=0 | CRC=FACD
2026-04-01 08:12:03 | DOOR-A1 | LAB_A       | ACCESS_REQUEST | U1001  | CARD500001 | OK      | PIN_OK           | RETRY=0 | CRC=381E
2026-04-01 08:12:05 | DOOR-A1 | LAB_A       | ACCESS_DENIED  | U1046  | CARD500046 | DENIED  | PIN_INVALID      | RETRY=0 | CRC=F2FD
2026-04-01 08:12:06 | DOOR-A2 | PARKING     | MOTION_DETECTED | SYSTEM | NA         | SUCCESS | DOOR_HELD        | RETRY=0 | CRC=1A4B
2026-04-01 08:12:08 | GATE-02 | SERVER_ROOM | ACCESS_REQUEST | U1046  | CARD500046 | OK      | PIN_OK           | RETRY=0 | CRC=7C01
2026-04-01 08:12:09 | DOOR-A1 | OFFICE_3F   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=09B2
